No,Facility_nm,Location_nm,Facility_Type,OffDay,DayOpenTIme,DayEndTime,EndOpenTime,EndEndTime,Cost,Capacity,Size,Internal_Info,Regi_Method,Image,Loc_Address,Loc_New_Address,POC_nm,POC_num,Lat,Lng,UpdateDate,Supplier_code,Supplier_nm,address1,address2,jibun_address,road_address
727,복하천 체육공원 야구장,복하천 체육공원,야구장,연중무휴,0:00,0:00,0:00,0:00,N,,11678,,방문+전화,,,경기도 이천시 안흥동 435,경기도 이천시청,031-644-4315,37.27623352,127.4678037,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 안흥동 79-1,경기도 이천시 구만리로220번길 285
728,이천시 공설운동장 (사용중지 -주차타워건립예정),이천시 공설운동장,다목적경기장,"설,추석",9:00,18:00,9:00,18:00,N,,11700,조명시설+음향시설,방문+전화,,경기도 이천시 서희로 7-14,,경기도 이천시청,031-644-4315,37.27651279,127.4407936,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 중리동 449,경기도 이천시 서희로 7-14
729,이천시 모가야구장,이천시 모가야구장,야구장,설.추석,9:00,18:00,9:00,18:00,N,,10000,화장실,방문+전화,,경기도 이천시 모가면 공원로 61-4,,경기도 이천시청,031-644-4315,37.18188402,127.445609,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 모가면 소고리 620,경기도 이천시 모가면 사실로 812-1
730,장호원읍 국민체육센터,장호원읍 국민체육센터,다목적경기장,설. 추석,9:00,21:00,9:00,20:00,Y,,1134,체력단련장,방문+전화,,경기도 이천시 장호원읍 서동대로8829번길 76,,경기도 이천시청,031-641-5855,37.11809256,127.6155305,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 장호원읍 장호원리 280-1,경기도 이천시 장호원읍 서동대로8829번길 76
731,마장면 다목적 실내체육관,마장면 체육공원,다목적경기장,설.추석,5:00,23:00,5:00,23:00,Y,100,879,조명시설+음향시설+냉난방시설,방문+전화,,경기도 이천시 마장면 서이천로 200,경기도 이천시 마장면 이치리 686,경기도 이천시청,031-644-4315,37.25301402,127.3788779,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 마장면 이치리 686,경기도 이천시 마장면 서이천로 200
732,마장면 체육공원 풋살장,마장면 체육공원,풋살경기장,설.추석,5:00,23:00,5:00,23:00,Y,10,731,조명시설,방문+전화,,경기도 이천시 마장면 서이천로 200,경기도 이천시 마장면 이치리 686,경기도 이천시청,031-644-4315,37.25301402,127.3788779,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 마장면 이치리 686,경기도 이천시 마장면 서이천로 200
733,율면 다목적 실내체육관,율면 실내체육관,다목적경기장,설.추석,5:00,23:00,5:00,23:00,Y,50,1008,조명시설+음향시설+냉난방시설,방문+전화,,경기도 이천시 율면 고당로 109-9,경기도 이천시 율면 고당리 425-2,경기도 이천시청,031-644-4315,37.09267901,127.5439639,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 율면 고당리 425-2,경기도 이천시 율면 고당로 109-9
734,설성면 다목적 실내체육관,설성면 실내체육관,다목적경기장,설.추석,5:00,23:00,5:00,23:00,Y,50,806,조명시설+음향시설+냉난방시설,방문+전화,,경기도 이천시 설성면 진상미로665번길 238-28,경기도 이천시 설성면 수산리 746-5,경기도 이천시청,031-644-4315,37.13017906,127.5061957,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 설성면 수산리 746-5,경기도 이천시 설성면 진상미로665번길 238-28
735,백사면 체육공원 배드민턴장,백사면 체육공원 배드민턴장,배드맨턴장,연중무휴,5:00,22:00,5:00,22:00,N,,,,전화,,경기도 이천시 백사면 원적로801번길 207,경기도 이천시 백사면 송말리 748,경기도 이천시청,031-644-8512,37.34612392,127.4747892,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 백사면 송말리 748,경기도 이천시 백사면 원적로801번길 207
736,이천시 종합운동장 보조경기장,이천시 종합운동장 인조잔디구장,축구장,설.추석,6:00,21:00,6:00,21:00,Y,,15620,전광판+음향시설+조명시설,방문+전화,,경기도 이천시 부발읍 중부대로 1696,,경기도 이천시청,031-644-4315,37.28627697,127.4953303,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 부발읍 무촌리 52,경기도 이천시 부발읍 죽당로 21
737,이천시 종합운동장 테니스장,이천시 종합운동장,테니스장,연중무휴,6:00,21:00,6:00,21:00,N,,1036,조명시설,,,경기도 이천시 부발읍 중부대로 1696,,경기도 이천시청,031-644-4315,37.28627697,127.4953303,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 부발읍 무촌리 52,경기도 이천시 부발읍 죽당로 21
738,이천시 종합운동장 족구장,이천시 종합운동장,족구장,연중무휴,9:00,21:00,9:00,21:00,N,,1036,조명시설,방문+전화,,경기도 이천시 부발읍 중부대로 1696,,경기도 이천시청,031-644-4315,37.28627697,127.4953303,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 부발읍 무촌리 52,경기도 이천시 부발읍 죽당로 21
739,이천시 대교눈높이배드민턴체육관,이천시 종합운동장,배드맨턴장,연중무휴,14:00,22:00,11:00,18:00,Y,,1482,조명시설+냉난방시설+음향시설,,,경기도 이천시 부발읍 중부대로 1696,,경기도 이천시청,031-644-8459,37.28627697,127.4953303,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 부발읍 무촌리 52,경기도 이천시 부발읍 죽당로 21
740,이천시 설봉공원 테니스장,이천시 설봉공원,테니스장,연중무휴,6:00,22:00,9:00,22:00,N,,4144,조명시설,방문+전화,,경기도 이천시 경충대로2709번길 128,,경기도 이천시청,031-644-4315,37.27945718,127.4275554,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 관고동 373,경기도 이천시 경충대로2709번길 128
741,이천시 설봉공원 족구장,이천시 설봉공원,족구장,연중무휴,0:00,0:00,0:00,0:00,N,,1004,조명시설,,,경기도 이천시 경충대로2709번길 128,,경기도 이천시청,031-644-4315,37.27945718,127.4275554,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 관고동 373,경기도 이천시 경충대로2709번길 128
742,이천시 호법면 농어민문화체육센터,이천시 호법면 농어민문화체육센터,다목적경기장,설.추석,9:00,22:00,9:00,22:00,Y,,640,조명시설+음향시설+냉난방시설,방문+전화,,경기도 이천시 호법면 동산로395번길 139-38,,경기도 이천시청,031-632-9001,37.21554661,127.4073168,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 호법면 주박리 546,경기도 이천시 호법면 동산로395번길 151
743,이천시 히딩크드림필드 (시각장애인축구장),이천시 히딩크드림필드,축구장,설.추석,9:00,18:00,9:00,18:00,N,,800,,방문+전화,,경기도 이천시 경충대로2709번길 128,,경기도 이천시청,031-631-7939,37.27945718,127.4275554,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 관고동 373,경기도 이천시 경충대로2709번길 128
744,이천시 야구장,이천시 종합운동장,야구장,"설, 추석",9:00,21:00,9:00,21:00,N,,11794,조명시설+전광판,방문+전화,,경기도 이천시 부발읍 중부대로 1696,,경기도 이천시청,031-644-4311,37.28627697,127.4953303,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 부발읍 무촌리 52,경기도 이천시 부발읍 죽당로 21
745,이천시 종합운동장 주경기장,이천시 종합운동장 천연잔디구장,축구장,설.추석,9:00,21:00,9:00,21:00,Y,,7350,전광판+음향시설+조명시설,방문+전화,,경기도 이천시 부발읍 중부대로 1696,,경기도 이천시청,031-644-4315,37.28627697,127.4953303,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 부발읍 무촌리 52,경기도 이천시 부발읍 죽당로 21
746,복하천 체육공원 축구장,복하천 체육공원,축구장,연중무휴,0:00,0:00,0:00,0:00,N,,17176,,방문+전화,,,경기도 이천시 안흥동 435,경기도 이천시청,031-644-4315,37.27547908,127.4671902,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 안흥동 435,경기도 이천시 구만리로220번길 243
747,복하천 체육공원 야구장,복하천 체육공원,야구장,연중무휴,0:00,0:00,0:00,0:00,N,,11678,,방문+전화,,,경기도 이천시 안흥동 435,경기도 이천시청,031-644-4315,37.27623352,127.4678037,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 안흥동 79-1,경기도 이천시 구만리로220번길 285
748,이천시 공설운동장 (사용중지 -주차타워건립예정),이천시 공설운동장,다목적경기장,"설,추석",9:00,18:00,9:00,18:00,N,,11700,조명시설+음향시설,방문+전화,,경기도 이천시 서희로 7-14,,경기도 이천시청,031-644-4315,37.27651279,127.4407936,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 중리동 449,경기도 이천시 서희로 7-14
749,이천시 모가야구장,이천시 모가야구장,야구장,설.추석,9:00,18:00,9:00,18:00,N,,10000,화장실,방문+전화,,경기도 이천시 모가면 공원로 61-4,,경기도 이천시청,031-644-4315,37.18188402,127.445609,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 모가면 소고리 620,경기도 이천시 모가면 사실로 812-1
750,장호원읍 국민체육센터,장호원읍 국민체육센터,다목적경기장,설. 추석,9:00,21:00,9:00,20:00,Y,,1134,체력단련장,방문+전화,,경기도 이천시 장호원읍 서동대로8829번길 76,,경기도 이천시청,031-641-5855,37.11809256,127.6155305,2021-03-10,4070000,경기도 이천시,경기도,이천시,경기도 이천시 장호원읍 장호원리 280-1,경기도 이천시 장호원읍 서동대로8829번길 76
751,매송체육공원 축구장,매송체육공원,축구장,N,6:00,22:00,6:00,22:00,Y,,380,,,,,경기도 화성시 매송면 원평리 50-3,화성도시공사,,37.248637,126.929109,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 매송면 원평리 579,경기도 화성시 매송면 화성로 2407-14
752,매송안보테마공원 축구장,매송안보테마공원,축구장,N,6:00,22:00,6:00,22:00,Y,,180,,,,,경기도 화성시 매송면 원평리,화성도시공사,,37.246585,126.924325,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 매송면 원평리 158-52,경기도 화성시 매송면 매봉로 40
753,마도근린공원 축구장,마도근린공원,축구장,N,6:00,22:00,6:00,22:00,Y,,14350,,,,,경기도 화성시 마도면쌍송리673,화성도시공사,,37.18162,126.79006,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 마도면 쌍송리 673,경기도 화성시 마도면 마도공단로4길 26
754,동학산체육공원(11호) 축구장,동학산체육공원(11호),축구장,N,6:00,22:00,6:00,22:00,Y,,7140,,,,,경기도 화성시 석우동 29-3,화성도시공사,,37.220787,127.078529,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 석우동 29-3,경기도 화성시 삼성1로 196
755,동학산공원(14호) 축구장,동학산공원(14호),축구장,N,6:00,22:00,6:00,22:00,Y,,950,,,,,경기도 화성시 석우동 4,화성도시공사,,37.224136,127.075796,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 석우동 10-5,경기도 화성시 동학산1길 9-2
756,동탄센트럴파크 축구장,동탄센트럴파크,축구장,N,6:00,22:00,6:00,22:00,Y,,15547,,,,,경기도 화성시 반송동59,화성도시공사,,37.20564,127.063584,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 반송동 59,경기도 화성시 동탄공원로2길 22
757,동탄2 제8호 근린공원 축구장,동탄2 제8호 근린공원,축구장,N,6:00,22:00,6:00,22:00,Y,,3200,,,,,경기도 화성시 청계동 527,화성도시공사,,37.200171,127.106919,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 청계동 527,경기도 화성시 동탄대로시범길 199
758,비봉인공습지 축구장,비봉인공습지,축구장,N,6:00,22:00,6:00,22:00,Y,,390,,,,,경기도 화성시 유포리인공습지,화성도시공사,,37.169355,126.884568,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 팔탄면 율암리 산 43-2,경기도 화성시 팔탄면 밤뒤길42번길 27
759,제24호 근린공원 복합운동장,축구장,축구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
760,제24호 근린공원 생활체육마당,배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
761,제24호 근린공원 생활체육마당,농구장,농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
762,제24호 근린공원 생활체육마당,풋살장,풋살경기장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
763,송산체육시설 축구장,송산체육시설,축구장,N,6:00,22:00,6:00,22:00,Y,,260,,,,,경기도 화성시 송산면 삼존리 124,화성도시공사,,37.218908,126.731529,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 송산면 삼존리 1286,경기도 화성시 송산면 공룡로 36
764,용수교 둔치 축구장,용수교 둔치,축구장,N,6:00,22:00,6:00,22:00,N,,340,,,,,경기도 화성시 정남면 발산리 15,화성도시공사,,37.168635,126.994656,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 정남면 발산리 15,경기도 화성시 정남면 가장로 71-22
765,예당 임시체육시설 축구장,예당 임시체육시설,축구장,N,6:00,22:00,6:00,22:00,N,,530,,,,,경기도 화성시 석우동 58,동탄1동,,37.206432,127.077273,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 석우동 58,경기도 화성시 노작로 226-7
766,쌍봉산근린공원 축구장,쌍봉산근린공원,축구장,N,6:00,22:00,6:00,22:00,Y,,1044,,,,,경기도 화성시 우정읍 조암리 산28-2일원,화성도시공사,,37.089404,126.819781,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 우정읍 조암리 산 28-2,경기도 화성시 우정읍 장안로 19
767,제24호 근린공원 복합운동장,농구장,농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
768,동탄2 제3호 체육공원(장지체육공원) 족구장,동탄2 제3호 체육공원(장지체육공원),족구장,N,6:00,22:00,6:00,22:00,N,,783,,,,,경기도 화성시 장지동 산15,화성도시공사,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 장지동 974,경기도 화성시 동탄대로4가길 20
769,동탄2 제3호 체육공원(장지체육공원) 축구장,동탄2 제3호 체육공원(장지체육공원),축구장,N,6:00,22:00,6:00,22:00,Y,,3750,,,,,경기도 화성시 장지동 산15,화성도시공사,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 장지동 974,경기도 화성시 동탄대로4가길 20
770,동탄2 크린에너지센터 배드민턴장,동탄2 크린에너지센터,배드맨턴장,N,6:00,22:00,6:00,22:00,Y,,1216,,,,,경기도 화성시 동탄대로9길 76,화성도시공사,,37.175346,127.097403,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 송동 681-244,경기도 화성시 동탄대로9길 76
771,송방공원 농구장,송방공원,농구장,N,6:00,22:00,6:00,22:00,N,,190,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
772,방교공원(근린11호) 배드민턴장,방교공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,567,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
773,신리천공원(근린13호),다목적구장,다목적경기장,N,6:00,22:00,6:00,22:00,N,,550,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
774,배마루공원(근린20호),족구장,족구장,N,6:00,22:00,6:00,22:00,N,,952,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
775,왕배산체육공원(체육2호),축구장,축구장,N,6:00,22:00,6:00,22:00,N,,360,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
776,산척공원(근린21호),배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,181,,,,,경기도 화성시 동탄대로9길 76,화성도시공사,,37.175346,127.097403,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 송동 681-244,경기도 화성시 동탄대로9길 76
777,왕배산 체육공원(체육2호),축구장,축구장,N,6:00,22:00,6:00,22:00,N,,5980,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
778,"목동공원(근린19호, 목동이음터)",축구장,축구장,N,6:00,22:00,6:00,22:00,N,,3071,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
779,동탄2 제3호 체육공원(장지체육공원),농구장,농구장,N,6:00,22:00,6:00,22:00,N,,608,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
780,동탄2 제3호 체육공원(장지체육공원),족구장,족구장,N,6:00,22:00,6:00,22:00,N,,783,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
781,동탄2 제3호 체육공원(장지체육공원),축구장,축구장,N,6:00,22:00,6:00,22:00,N,,3750,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
782,동탄물류단지,농구장,농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
783,동탄물류단지,배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
784,제23호 근린공원 생활체육마당,배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
785,제23호 근린공원 생활체육마당,농구장(반코트),농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
786,제24호 근린공원 송방3교 하부,농구장(반코트),농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 861,경기도 화성시 신촌서5길 37
787,대우푸르지오 공원 풋살구장,대우푸르지오 공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,684,,,,,경기도 화성시 반월동885-1,화성도시공사,,37.234064,127.067436,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 반월동 885-1,경기도 화성시 영통로26번길 33
788,너른공원 풋살구장,너른공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,400,,,,,경기도 화성시 동탄면 방교리 762,화성도시공사,,37.182949,127.090104,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 762,경기도 화성시 동탄기흥로257번가길 4-17
789,동탄 여울공원 농구장,동탄 여울공원,농구장,N,6:00,22:00,6:00,22:00,N,,640,,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 오산동 1060,경기도 화성시 노작로 10
790,동탄 여울공원 배드민턴장,동탄 여울공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,468,,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 오산동 1060,경기도 화성시 노작로 10
791,동탄 여울공원 족구장,동탄 여울공원,족구장,N,6:00,22:00,6:00,22:00,N,,640,,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 오산동 1060,경기도 화성시 노작로 10
792,동탄 여울공원 축구장,동탄 여울공원,축구장,N,6:00,22:00,6:00,22:00,Y,,7140,,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 오산동 1060,경기도 화성시 노작로 10
793,동탄 여울공원 테니스장,동탄 여울공원,테니스장,N,6:00,22:00,6:00,22:00,Y,,1976,,,,,경기도 화성시 오산동 538-1,홍학선,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 오산동 1060,경기도 화성시 노작로 10
794,동탄 여울공원 풋살구장,동탄 여울공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,960,,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 오산동 1060,경기도 화성시 노작로 10
795,동탄2 제3호 체육공원(장지체육공원) 농구장,동탄2 제3호 체육공원(장지체육공원),농구장,N,6:00,22:00,6:00,22:00,N,,608,,,,,경기도 화성시 장지동 산15,화성도시공사,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 장지동 974,경기도 화성시 동탄대로4가길 20
796,봉담 과천간 고가하부 체육시설 풋살구장,봉담 과천간 고가하부 체육시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,800,,,,,경기도 화성시 봉담읍 수영리 541-2번지,화성시,,37.234279,126.948797,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 봉담읍 수영리 541-1,경기도 화성시 봉담읍 상리2길 110
797,무봉체육시설 풋살구장,무봉체육시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,924,,,,,경기도 화성시 동탄면 중리 833-196 일원,화성시,,37.203871,127.141899,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 중동 833-196,경기도 화성시 풀무골로110번길 19-15
798,동화마을생태공원 풋살구장,동화마을생태공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,684,,,,,경기도 화성시 봉담읍동화리583번지,화성도시공사,,37.213302,126.957989,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 봉담읍 동화리 583,경기도 화성시 봉담읍 웃음길 27
799,동탄센트럴파크 풋살구장,동탄센트럴파크,풋살경기장,N,6:00,22:00,6:00,22:00,N,,2200,,,,,경기도 화성시 반송동 59,화성도시공사,,37.20564,127.063584,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 반송동 59,경기도 화성시 동탄공원로2길 22
800,동탄2 제1호 체육공원 풋살구장,동탄2 제1호 체육공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,1125,,,,,경기도 화성시 영천동 670-2,화성도시공사,,37.205884,127.106886,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 영천동 670-2,경기도 화성시 동탄순환대로29길 38
801,동탄 수질복원센터 풋살구장,동탄 수질복원센터,풋살경기장,N,6:00,22:00,6:00,22:00,N,,800,,,,,경기도 화성시 동탄면 방교리 795,화성도시공사,,37.176876,127.086562,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 795,경기도 화성시 신촌인수물길 60
802,도원체육공원 풋살구장,도원체육공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,600,,,,,경기도 화성시 향남읍행정리478,화성도시공사,,37.13263,126.928077,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 향남읍 행정리 478,경기도 화성시 향남읍 행정동로 96
803,향남2 오음공원 파크골프장,향남2 오음공원,골프장,N,6:00,22:00,6:00,22:00,Y,,7117,,,,,경기도 화성시 향남읍 상신리 1260,화성도시공사,,37.104722,126.903314,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 향남읍 상신리 1260,경기도 화성시 향남읍 상신하길로176번나길 7
804,동탄 수질복원센터 파크골프장,동탄 수질복원센터,골프장,N,6:00,22:00,6:00,22:00,Y,,21045,,,,,경기도 화성시 동탄면 방교리 795,화성도시공사,,37.176876,127.086562,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 방교동 795,경기도 화성시 신촌인수물길 60
805,향남2 화합공원 풋살구장,향남2 화합공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,800,,,,,경기도 화성시 향남읍 상신리 1254,화성도시공사,,37.105509,126.905553,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 향남읍 상신리 1254,경기도 화성시 향남읍 상신하길로176번길 12
806,행복근린공원 풋살구장,행복근린공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,810,,,,,경기도 화성시 반월동875,화성도시공사,,37.222097,127.051459,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 반월동 875,경기도 화성시 동탄지성로 320
807,햇빛어린이공원(현대1호) 풋살구장,햇빛어린이공원(현대1호),풋살경기장,N,6:00,22:00,6:00,22:00,N,,380,,,,,경기도 화성시 반월동 184-3,화성도시공사,,37.232897,127.056564,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 반월동 184-3,경기도 수원시 영통구 봉영로 1324
808,진안동풋살구장 풋살구장,진안동풋살구장,풋살경기장,N,6:00,22:00,6:00,22:00,N,,668,,,,,경기도 화성시 진안동 832-235,화성도시공사,,37.208778,127.027967,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 진안동 832-235,경기도 화성시 봉영로 903
809,제부 공공하수처리시설 풋살구장,제부 공공하수처리시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,740,,,,,경기도 화성시 서신면 제부리 280-3,맑은물사업소,,37.173152,126.621718,2020-05-24,5530000,경기도 화성시,경기도,화성시,경기도 화성시 서신면 제부리 280-3,경기도 화성시 서신면 신촌북1길 29
